32.2	27.5971
32.3	27.5712
32.4	27.5457
32.5	27.5203
32.6	27.4952
32.7	27.4704
32.8	27.4458
32.9	27.4215
33	27.3974
33.1	27.3736
33.2	27.3499
33.3	27.3266
33.4	27.3034
33.5	27.2805
33.6	27.2578
33.7	27.2353
33.8	27.2131
33.9	27.1911
34	27.1693
34.1	27.1477
34.2	27.1263
34.3	27.1052
34.4	27.0842
34.5	27.0635
34.6	27.0429
34.7	27.0226
34.8	27.0025
34.9	26.9826
35	26.9628
35.1	26.9433
35.2	26.924
35.3	26.9048
35.4	26.8859
35.5	26.8671
35.6	26.8485
35.7	26.8301
35.8	26.8119
35.9	26.7939
36	26.776
36.1	26.7584
36.2	26.7409
36.3	26.7236
36.4	26.7064
36.5	26.6894
36.6	26.6726
36.7	26.656
36.8	26.6395
36.9	26.6232
37	26.607
37.1	26.591
37.2	26.5752
37.3	26.5595
37.4	26.544
37.5	26.5287
37.6	26.5134
37.7	26.4984
37.8	26.4835
37.9	26.4687
38	26.4541
38.1	26.4396
38.2	26.4253
38.3	26.4111
38.4	26.3971
38.5	26.3832
38.6	26.3694
38.7	26.3558
38.8	26.3423
38.9	26.3289
39	26.3157
39.1	26.3026
39.2	26.2897
39.3	26.2768
39.4	26.2641
39.5	26.2516
39.6	26.2391
39.7	26.2268
39.8	26.2146
39.9	26.2025
40	26.1905
40.1	26.1787
40.2	26.1669
40.3	26.1553
40.4	26.1438
40.5	26.1325
40.6	26.1212
40.7	26.11
40.8	26.099
40.9	26.0881
41	26.0772
41.1	26.0665
41.2	26.0559
41.3	26.0454
41.4	26.035
41.5	26.0247
41.6	26.0145
41.7	26.0044
41.8	25.9944
41.9	25.9845
42	25.9747
42.1	25.965
42.2	25.9554
42.3	25.9459
42.4	25.9365
42.5	25.9272
42.6	25.9179
42.7	25.9088
42.8	25.8998
42.9	25.8908
43	25.882
43.1	25.8732
43.2	25.8645
43.3	25.8559
43.4	25.8474
43.5	25.8389
43.6	25.8306
43.7	25.8223
43.8	25.8141
43.9	25.806
44	25.798
44.1	25.7901
44.2	25.7822
44.3	25.7744
44.4	25.7667
44.5	25.7591
44.6	25.7516
44.7	25.7441
44.8	25.7367
44.9	25.7293
45	25.7221
45.1	25.7149
45.2	25.7078
45.3	25.7007
45.4	25.6938
45.5	25.6869
45.6	25.68
45.7	25.6733
45.8	25.6666
45.9	25.6599
46	25.6534
46.1	25.6469
46.2	25.6404
46.3	25.6341
46.4	25.6278
46.5	25.6215
46.6	25.6153
46.7	25.6092
46.8	25.6031
46.9	25.5971
47	25.5912
47.1	25.5853
47.2	25.5795
47.3	25.5737
47.4	25.568
47.5	25.5624
47.6	25.5568
47.7	25.5512
47.8	25.5457
47.9	25.5403
48	25.5349
48.1	25.5296
48.2	25.5243
48.3	25.5191
48.4	25.514
48.5	25.5088
48.6	25.5038
48.7	25.4988
48.8	25.4938
48.9	25.4889
49	25.484
49.1	25.4792
49.2	25.4744
49.3	25.4697
49.4	25.465
49.5	25.4604
49.6	25.4558
49.7	25.4513
49.8	25.4468
49.9	25.4424
50	25.438
50.1	25.4336
50.2	25.4293
50.3	25.425
50.4	25.4208
50.5	25.4166
50.6	25.4125
50.7	25.4084
50.8	25.4043
50.9	25.4003
51	25.3963
51.1	25.3923
51.2	25.3884
51.3	25.3846
51.4	25.3807
51.5	25.377
51.6	25.3732
51.7	25.3695
51.8	25.3658
51.9	25.3622
52	25.3586
52.1	25.355
52.2	25.3515
52.3	25.348
52.4	25.3445
52.5	25.3411
52.6	25.3377
52.7	25.3343
52.8	25.331
52.9	25.3277
53	25.3245
53.1	25.3212
53.2	25.318
53.3	25.3149
53.4	25.3117
53.5	25.3086
53.6	25.3056
53.7	25.3025
53.8	25.2995
53.9	25.2965
54	25.2936
54.1	25.2907
54.2	25.2878
54.3	25.2849
54.4	25.2821
54.5	25.2793
54.6	25.2765
54.7	25.2737
54.8	25.271
54.9	25.2683
55	25.2656
55.1	25.263
55.2	25.2604
55.3	25.2578
55.4	25.2552
55.5	25.2527
55.6	25.2502
55.7	25.2477
55.8	25.2452
55.9	25.2428
56	25.2404
56.1	25.238
56.2	25.2356
56.3	25.2333
56.4	25.2309
56.5	25.2286
56.6	25.2264
56.7	25.2241
56.8	25.2219
56.9	25.2197
57	25.2175
57.1	25.2153
57.2	25.2132
57.3	25.2111
57.4	25.209
57.5	25.2069
57.6	25.2048
57.7	25.2028
57.8	25.2008
57.9	25.1988
58	25.1968
58.1	25.1948
58.2	25.1929
58.3	25.191
58.4	25.1891
58.5	25.1872
58.6	25.1853
58.7	25.1835
58.8	25.1817
58.9	25.1799
59	25.1781
59.1	25.1763
59.2	25.1745
59.3	25.1728
59.4	25.1711
59.5	25.1694
59.6	25.1677
59.7	25.166
59.8	25.1644
59.9	25.1627
